982	Assets sent from another network may be lost. Test with a small amount first.
983	Address book
984	Copy address
985	Appearance & display
986	External market requests
987	Security
988	Security center
989	Security settings
990	You hold the keys and confirm every transfer.
991	Keys stay on your device
992	PIN not set
993	Off; wallet queries use only your selected node
994	On; requests are sent to external market services
995	PIN enabled; failed attempts are rate limited
996	Coin
997	App lock
998	Start restoring your wallet?
999	Currently off; enable it in security settings
1000	Restore existing wallet
1001	Restore wallet
1002	Restoration scans on-chain records. Keep the app open until it finishes.
1003	My wallets
1004	Manage assets separately by coin
1005	Supported PoW networks
1006	Receive
1007	Create a recovery phrase or restore an existing wallet. GOwallet does not keep your recovery phrase for you.
1008	Understand your connection and its risks
1009	Local wallets
1010	See all
1011	Restoring wallet
1012	Scanning addresses. Keep this page open.
1013	Test connection & network
1014	Add node
1015	Add wallet
1016	Your wallet is ready to view.
1017	Generate new address
1018	OK
1019	Confirm transaction
1020	Check the coin and network, the complete recipient address, and the amount, fee and total. Test with a small amount first. Broadcast transactions usually cannot be reversed.
1021	Leaving the app
1022	Back up your recovery phrase offline. We cannot reset it or recover your funds for you.
1023	Verify the complete address after pasting. Broadcast transfers usually cannot be reversed.
1024	Network
1025	Auto-lock settings
1026	Self-custody requires protecting your device and backups. Test sending and receiving with a small amount first.
1027	Node details
1028	Watch-only wallet
1029	Review your protection settings
1030	A home for every\nproof of work.
1031	Settings
1032	Set a secure PIN · Get started
1033	Language / 语言
1034	Three checks before sending
1035	Verify your identity when returning
1036	This watch-only wallet can receive funds and display transactions, but has no private keys for signing.
1037	Rescan
1038	Wallet
1039	Wallet restored
1040	Idle lock
1041	Advanced options
1042	Off by default. If enabled, avoid capturing recovery phrases, private keys, balances or other sensitive information.
1043	Default nodes use unencrypted TCP. Nodes can see address queries; switch to TLS when available.
